index_woodruff,index_scriptures,cosine_score,verse_title,volume_title,internal_id,parent_id,order,website_url,match_count,text_woodruff,text_scriptures,dates
118106,23388,0.71107,2 Kings 20:6,Old Testament,5274,3249.0,41,https://wilfordwoodruffpapers.org/documents/a47012ad-e076-4b60-a80d-86771d2831dc/page/b40a938a-de2c-4683-b85c-c283c60fe5e2,1,my sake and for the sake of Christ and the,"this city for mine own sake, and for my servant David's sake.",
118106,67828,0.74501,Jacob 1:4,Book of Mormon,5274,3249.0,41,https://wilfordwoodruffpapers.org/documents/a47012ad-e076-4b60-a80d-86771d2831dc/page/b40a938a-de2c-4683-b85c-c283c60fe5e2,1,my sake and for the sake of Christ and the,"as much as it were possible, for Christ's sake, and for the sake of our people.",
118736,31020,0.72979,Psalms 9:17,Old Testament,5287,3249.0,54,https://wilfordwoodruffpapers.org/documents/a47012ad-e076-4b60-a80d-86771d2831dc/page/92d3187e-460a-4c79-aebf-be6b9fb79c5a,1,the Earth that forget God will be turned into Hell,"The wicked shall be turned into hell, and all the nations that forget God.",1860-06-13
119149,23971,0.78397,1 Chronicles 4:4,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,I am in the Father and the Father in me.,"And Penuel the father of Gedor, and Ezer the father",
119149,23992,0.7218,1 Chronicles 4:18,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,I am in the Father and the Father in me.,"and Heber the father of Socho, and Jekuthiel the father",
119149,23995,0.70419,1 Chronicles 4:19,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,I am in the Father and the Father in me.,"Naham, the father of Keilah the Garmite, and Eshtemoa the Maachathite.",
119149,23999,0.75411,1 Chronicles 4:21,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,I am in the Father and the Father in me.,"the father of Lecah, and Laadah the father of Mareshah,",
119149,55117,0.74603,John 14:11,New Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,I am in the Father and the Father in me.,"Believe me that I am in the Father, and the",
119149,81721,0.84117,3 Nephi 9:15,Book of Mormon,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,I am in the Father and the Father in me.,"beginning. I am in the Father, and the Father in me; and in me hath the Father glorified his name.",
119149,81891,0.93165,3 Nephi 11:27,Book of Mormon,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,I am in the Father and the Father in me.,"I am in the Father, and the Father in me, and the Father and I are one.",
119149,88949,0.72879,Doctrine and Covenants 50:43,Doctrine and Covenants,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,I am in the Father and the Father in me.,And the Father and I are one. I am in,
119149,88950,0.72799,Doctrine and Covenants 50:43,Doctrine and Covenants,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,I am in the Father and the Father in me.,the Father and the Father in me; and inasmuch as,
119149,91615,0.9061,Doctrine and Covenants 93:3,Doctrine and Covenants,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,I am in the Father and the Father in me.,"And that I am in the Father, and the Father in me, and the Father and I are one--",
119151,5559,0.81248,Exodus 38:22,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"And Bezaleel the son of Uri, the son of Hur,",
119151,9738,0.82958,Numbers 27:1,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"the son of Gilead, the son of Machir, the son",
119151,13748,0.76783,Joshua 17:3,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"But Zelophehad, the son of Hepher, the son of Gilead,",
119151,16844,0.80176,1 Samuel 14:3,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"And Ahiah, the son of Ahitub, I-chabod's brother, the son",
119151,19739,0.81248,2 Samuel 23:20,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"And Benaiah the son of Jehoiada, the son of a",
119151,19759,0.82554,2 Samuel 23:33,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"Shammah the Hararite, Ahiam the son of Sharar the Hararite,",
119151,19760,0.82651,2 Samuel 23:34,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"Eliphelet the son of Ahasbai, the son of the Maachathite, Eliam the son of Ahithophel the Gilonite,",
119151,19763,0.79683,2 Samuel 23:37,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"Zelek the Ammonite, Naharai the Beerothite, armourbearer to Joab the son of Zeruiah,",
119151,19918,0.79867,1 Kings 1:38,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"the son of Jehoiada, and the Cherethites, and the Pelethites,",
119151,20164,0.75031,1 Kings 4:13,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"The son of Geber, in Ramoth-gilead; to him pertained the",
119151,20168,0.70759,1 Kings 4:14,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,Ahinadab the son of Iddo had Mahanaim:,
119151,20170,0.78718,1 Kings 4:16,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,Baanah the son of Hushai was in Asher and in Aloth:,
119151,20171,0.86195,1 Kings 4:17,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"Jehoshaphat the son of Paruah, in Issachar:",
119151,22473,0.77412,2 Kings 9:2,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"son of Jehoshaphat the son of Nimshi, and go in,",
119151,22789,0.81922,2 Kings 12:21,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"For Jozachar the son of Shimeath, and Jehozabad the son",
119151,23520,0.77651,2 Kings 22:12,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"son of Shaphan, and Achbor the son of Michaiah, and",
119151,23783,0.81248,2 Kings 25:23,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"the son of Nethaniah, and Johanan the son of Careah,",
119151,23784,0.71616,2 Kings 25:23,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"and Seraiah the son of Tanhumeth the Netophathite, and Jaazaniah the son of a Maachathite, they and their men.",
119151,24019,0.81248,1 Chronicles 4:37,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"And Ziza the son of Shiphi, the son of Allon,",
119151,24020,0.80389,1 Chronicles 4:37,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"the son of Jedaiah, the son of Shimri, the son of Shemaiah;",
119151,24055,0.82958,1 Chronicles 5:14,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"the son of Jaroah, the son of Gilead, the son",
119151,24125,0.80389,1 Chronicles 6:34,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"The son of Elkanah, the son of Jeroham, the son of Eliel, the son of Toah,",
119151,24126,0.80389,1 Chronicles 6:35,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"The son of Zuph, the son of Elkanah, the son of Mahath, the son of Amasai,",
119151,24127,0.76282,1 Chronicles 6:36,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"The son of Elkanah, the son of Joel, the son of Azariah, the son of Zephaniah,",
119151,24128,0.74592,1 Chronicles 6:37,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"The son of Tahath, the son of Assir, the son of Ebiasaph, the son of Korah,",
119151,24129,0.7574,1 Chronicles 6:38,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"The son of Izhar, the son of Kohath, the son of Levi, the son of Israel.",
119151,24131,0.7349,1 Chronicles 6:40,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"The son of Michael, the son of Baaseiah, the son of Malchiah,",
119151,24132,0.74512,1 Chronicles 6:41,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"The son of Ethni, the son of Zerah, the son of Adaiah,",
119151,24133,0.71236,1 Chronicles 6:42,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"The son of Ethan, the son of Zimmah, the son of Shimei,",
119151,24134,0.75724,1 Chronicles 6:43,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"The son of Jahath, the son of Gershom, the son of Levi.",
119151,24137,0.80389,1 Chronicles 6:45,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"The son of Hashabiah, the son of Amaziah, the son of Hilkiah,",
119151,24138,0.80389,1 Chronicles 6:46,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"The son of Amzi, the son of Bani, the son of Shamer,",
119151,24139,0.77662,1 Chronicles 6:47,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"The son of Mahli, the son of Mushi, the son of Merari, the son of Levi.",
119151,24315,0.82262,1 Chronicles 9:4,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"Uthai the son of Ammihud, the son of Omri, the",
119151,24320,0.83889,1 Chronicles 9:8,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"And Ibneiah the son of Jeroham, and Elah the son",
119151,24321,0.78633,1 Chronicles 9:8,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"of Uzzi, the son of Michri, and Meshullam the son of Shephathiah, the son of Reuel, the son of Ibnijah;",
119151,24325,0.81248,1 Chronicles 9:11,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"And Azariah the son of Hilkiah, the son of Meshullam,",
119151,24327,0.81248,1 Chronicles 9:12,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"And Adaiah the son of Jeroham, the son of Pashur,",
119151,24328,0.81248,1 Chronicles 9:12,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"the son of Malchijah, and Maasiai the son of Adiel,",
119151,24329,0.80389,1 Chronicles 9:12,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"the son of Jahzerah, the son of Meshullam, the son of Meshillemith, the son of Immer;",
119151,24333,0.75288,1 Chronicles 9:14,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"And of the Levites; Shemaiah the son of Hasshub, the",
119151,24335,0.71637,1 Chronicles 9:15,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"And Bakbakkar, Heresh, and Galal, and Mattaniah the son of Micah, the son of Zichri, the son of Asaph;",
119151,24341,0.81248,1 Chronicles 9:19,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"And Shallum the son of Kore, the son of Ebiasaph,",
119151,24468,0.82554,1 Chronicles 11:30,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"Maharai the Netophathite, Heled the son of Baanah the Netophathite,",
119151,24475,0.83114,1 Chronicles 11:37,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"Hezro the Carmelite, Naarai the son of Ezbai,",
119151,24477,0.73838,1 Chronicles 11:39,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"Zelek the Ammonite, Naharai the Berothite, the armourbearer of Joab the son of Zeruiah,",
119151,24481,0.83435,1 Chronicles 11:43,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"Hanan the son of Maachah, and Joshaphat the Mithnite,",
119151,25281,0.75756,1 Chronicles 27:16,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"Reubenites was Eliezer the son of Zichri: of the Simeonites, Shephatiah the son of Maachah:",
119151,26466,0.80389,2 Chronicles 20:14,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"Benaiah, the son of Jeiel, the son of Mattaniah, a",
119151,26759,0.74242,2 Chronicles 24:26,Old Testament,5295,3249.0,22,https://wilfordwoodruffpapers.org/documents/50a0b9c5-39bc-44c0-8863-706f68609f60/page/19f28e83-ec1f-4d38-a221-cce91cec1997,1,the son and the Son in the Father in the,"son of Shimeath an Ammonitess, and Jehozabad the son of Shimrith a Moabitess.",
